commission_id,timestamp,client_id,partner_id,trade_id,commission_amount,currency,is_fraudulent
CM_0000124,2022-09-01 16:53:00,C_001572,P_0188,T_0000124,214.612,US Dollar,False
CM_0000125,2022-09-01 16:57:00,C_000082,P_0038,T_0000125,43.847500000000004,US Dollar,False
CM_0000126,2022-09-01 16:58:00,C_001558,P_0188,T_0000126,72.483,US Dollar,False
CM_0000127,2022-09-01 17:19:00,C_000510,P_0010,T_0000127,80.38250000000001,US Dollar,False
CM_0000128,2022-09-01 17:37:00,C_000194,P_0057,T_0000128,2.5445,US Dollar,False
CM_0000129,2022-09-01 18:04:00,C_002126,P_0142,T_0000129,57.971500000000006,US Dollar,False
CM_0000130,2022-09-01 18:08:00,C_002134,P_0142,T_0000130,228.187,US Dollar,False
CM_0000131,2022-09-01 18:08:00,C_002124,P_0142,T_0000131,173.31500000000003,US Dollar,False
CM_0000132,2022-09-01 18:12:00,C_002131,P_0142,T_0000132,216.41100000000003,US Dollar,False
CM_0000133,2022-09-01 18:12:00,C_002130,P_0142,T_0000133,78.2175,US Dollar,False
CM_0000134,2022-09-01 18:17:00,C_002136,P_0142,T_0000134,44.910500000000006,US Dollar,False
CM_0000135,2022-09-01 18:18:00,C_002122,P_0142,T_0000135,47.9365,US Dollar,False
CM_0000136,2022-09-01 18:22:00,C_002123,P_0142,T_0000136,84.995,US Dollar,False
CM_0000137,2022-09-01 18:25:00,C_000572,P_0173,T_0000137,421.549,Swiss Franc,True
CM_0000138,2022-09-01 18:25:00,C_002132,P_0142,T_0000138,181.7595,US Dollar,False
CM_0000139,2022-09-01 18:26:00,C_002129,P_0142,T_0000139,68.85549999999999,US Dollar,False
CM_0000140,2022-09-01 18:26:00,C_002133,P_0142,T_0000140,16.854499999999998,US Dollar,False
CM_0000141,2022-09-01 18:28:00,C_002125,P_0142,T_0000141,99.1465,US Dollar,False
CM_0000142,2022-09-01 18:28:00,C_002135,P_0142,T_0000142,215.883,US Dollar,False
CM_0000143,2022-09-01 18:29:00,C_002128,P_0142,T_0000143,169.103,US Dollar,False
CM_0000144,2022-09-01 19:34:00,C_001715,P_0008,T_0000144,169.812,Swiss Franc,False
CM_0000145,2022-09-01 19:34:00,C_000113,P_0198,T_0000145,3.4325000000000006,US Dollar,False
CM_0000146,2022-09-01 19:40:00,C_001720,P_0008,T_0000146,177.711,Swiss Franc,False
CM_0000147,2022-09-01 19:40:00,C_000960,P_0092,T_0000147,391.293,US Dollar,True
CM_0000148,2022-09-01 19:44:00,C_001714,P_0008,T_0000148,170.2735,Swiss Franc,False
CM_0000149,2022-09-01 19:44:00,C_001712,P_0008,T_0000149,206.31650000000002,Swiss Franc,False
CM_0000150,2022-09-01 19:45:00,C_001713,P_0008,T_0000150,1458.8535000000002,Swiss Franc,False
CM_0000151,2022-09-01 19:48:00,C_002127,P_0142,T_0000151,1388.3955,US Dollar,False
CM_0000152,2022-09-01 19:49:00,C_001711,P_0008,T_0000152,106.606,Swiss Franc,False
CM_0000153,2022-09-01 19:50:00,C_001719,P_0008,T_0000153,143.3565,Swiss Franc,False
CM_0000154,2022-09-01 19:55:00,C_000113,P_0198,T_0000154,91.733,US Dollar,False
CM_0000155,2022-09-01 19:56:00,C_001716,P_0008,T_0000155,61.704499999999996,Swiss Franc,False
CM_0000156,2022-09-01 20:11:00,C_001513,P_0145,T_0000156,330.182,UK Pound,True
CM_0000157,2022-09-01 20:20:00,C_001304,P_0092,T_0000157,143.82850000000002,US Dollar,True
CM_0000158,2022-09-01 21:00:00,C_000820,P_0035,T_0000158,76.3625,US Dollar,False
CM_0000159,2022-09-01 21:06:00,C_000814,P_0035,T_0000159,188.761,US Dollar,False
CM_0000160,2022-09-01 21:06:00,C_000819,P_0035,T_0000160,84.2525,US Dollar,False
CM_0000161,2022-09-01 21:21:00,C_000821,P_0035,T_0000161,72.723,US Dollar,False
CM_0000162,2022-09-01 21:25:00,C_000813,P_0035,T_0000162,118.22850000000001,US Dollar,False
CM_0000163,2022-09-01 21:26:00,C_000818,P_0035,T_0000163,13165.841500000002,US Dollar,False
CM_0000164,2022-09-01 21:51:00,C_001375,P_0113,T_0000164,2744.9205,Euro,False
CM_0000165,2022-09-01 22:07:00,C_001995,P_0004,T_0000165,1.062,Euro,False
CM_0000166,2022-09-01 22:40:00,C_001266,P_0139,T_0000166,0.5725,Euro,False
CM_0000167,2022-09-01 23:32:00,C_001296,P_0014,T_0000167,124.007,US Dollar,False
CM_0000168,2022-09-01 23:39:00,C_001298,P_0014,T_0000168,56.898500000000006,US Dollar,False
CM_0000169,2022-09-01 23:41:00,C_000132,P_0036,T_0000169,1037.921,Euro,False
CM_0000170,2022-09-01 23:42:00,C_001300,P_0014,T_0000170,33.173,US Dollar,False
CM_0000171,2022-09-01 23:45:00,C_001295,P_0014,T_0000171,83.5005,US Dollar,False
CM_0000172,2022-09-01 23:47:00,C_001293,P_0014,T_0000172,112.98,US Dollar,False
CM_0000173,2022-09-01 23:50:00,C_001297,P_0014,T_0000173,108.50450000000001,US Dollar,False
CM_0000174,2022-09-01 23:50:00,C_001294,P_0014,T_0000174,136.2725,US Dollar,False
CM_0000175,2022-09-01 23:58:00,C_001299,P_0014,T_0000175,102.60250000000002,US Dollar,False
CM_0000176,2022-09-02 00:51:00,C_000006,P_0041,T_0000176,287.724,US Dollar,False
CM_0000177,2022-09-02 01:02:00,C_000988,P_0046,T_0000177,1093.7305000000001,Ruble,False
CM_0000178,2022-09-02 01:19:00,C_000512,P_0056,T_0000178,6.468500000000001,Euro,False
CM_0000179,2022-09-02 01:19:00,C_001426,P_0155,T_0000179,8.0555,US Dollar,False
CM_0000180,2022-09-02 01:24:00,C_002112,P_0190,T_0000180,1.5065,US Dollar,False
CM_0000181,2022-09-02 01:26:00,C_001044,P_0164,T_0000181,0.42100000000000004,US Dollar,False
CM_0000182,2022-09-02 01:30:00,C_000678,P_0168,T_0000182,1941.7995,Yen,False
CM_0000183,2022-09-02 01:39:00,C_001651,P_0166,T_0000183,6.496500000000001,Swiss Franc,False
CM_0000184,2022-09-02 01:43:00,C_001445,P_0155,T_0000184,7.597,US Dollar,False
CM_0000185,2022-09-02 01:47:00,C_000730,P_0165,T_0000185,3318.7145,Rupee,False
CM_0000186,2022-09-02 01:53:00,C_001505,P_0155,T_0000186,61.768499999999996,US Dollar,False
CM_0000187,2022-09-02 01:54:00,C_001999,P_0165,T_0000187,253.1005,Rupee,False
CM_0000188,2022-09-02 01:57:00,C_001060,P_0056,T_0000188,19.2235,Euro,False
CM_0000189,2022-09-02 01:58:00,C_001901,P_0056,T_0000189,6.655,Euro,False
CM_0000190,2022-09-02 02:02:00,C_000885,P_0046,T_0000190,28780.215000000004,Ruble,False
CM_0000191,2022-09-02 02:13:00,C_002046,P_0155,T_0000191,7.479000000000001,US Dollar,False
CM_0000192,2022-09-02 02:24:00,C_000603,P_0155,T_0000192,22.674500000000002,US Dollar,False
CM_0000193,2022-09-02 02:31:00,C_000414,P_0056,T_0000193,0.71,Euro,False
CM_0000194,2022-09-02 02:32:00,C_001156,P_0044,T_0000194,4834.0445,Yuan,True
CM_0000195,2022-09-02 02:39:00,C_002002,P_0178,T_0000195,405.89000000000004,Saudi Riyal,True
CM_0000196,2022-09-02 02:52:00,C_002038,P_0056,T_0000196,4.7815,Euro,False
CM_0000197,2022-09-02 02:53:00,C_001492,P_0168,T_0000197,2684.7515000000003,Yen,False
CM_0000198,2022-09-02 02:56:00,C_000031,P_0127,T_0000198,826.931,US Dollar,False
CM_0000199,2022-09-02 02:59:00,C_002140,P_0155,T_0000199,1.8864999999999998,US Dollar,False
CM_0000200,2022-09-02 03:20:00,C_000729,P_0056,T_0000200,16.638,Euro,False
CM_0000201,2022-09-02 03:36:00,C_001324,P_0116,T_0000201,25.688000000000002,Australian Dollar,False
CM_0000202,2022-09-02 03:56:00,C_000664,P_0007,T_0000202,765.265,US Dollar,False
CM_0000203,2022-09-02 03:56:00,C_001386,P_0155,T_0000203,34.017500000000005,US Dollar,False
CM_0000204,2022-09-02 04:00:00,C_000235,P_0054,T_0000204,10.628,US Dollar,False
CM_0000205,2022-09-02 04:05:00,C_001164,P_0027,T_0000205,26.288,Canadian Dollar,False
CM_0000206,2022-09-02 04:08:00,C_000233,P_0054,T_0000206,96.4925,US Dollar,False
CM_0000207,2022-09-02 04:15:00,C_001561,P_0155,T_0000207,9.732,US Dollar,False
CM_0000208,2022-09-02 04:16:00,C_000239,P_0054,T_0000208,47.6755,US Dollar,False
CM_0000209,2022-09-02 04:19:00,C_000237,P_0054,T_0000209,137.8605,US Dollar,False
CM_0000210,2022-09-02 04:24:00,C_000234,P_0054,T_0000210,197.592,US Dollar,False
CM_0000211,2022-09-02 04:26:00,C_000726,P_0129,T_0000211,125.86500000000001,US Dollar,True
CM_0000212,2022-09-02 04:28:00,C_000236,P_0054,T_0000212,179.8795,US Dollar,False
CM_0000213,2022-09-02 04:48:00,C_001149,P_0056,T_0000213,8.7345,Euro,False
CM_0000214,2022-09-02 05:04:00,C_000782,P_0165,T_0000214,583.802,Rupee,False
CM_0000215,2022-09-02 05:06:00,C_000054,P_0127,T_0000215,93.486,US Dollar,True
CM_0000216,2022-09-02 05:19:00,C_001607,P_0155,T_0000216,4.972,US Dollar,False
CM_0000217,2022-09-02 05:26:00,C_001666,P_0099,T_0000217,71.327,Yuan,False
CM_0000218,2022-09-02 06:09:00,C_000694,P_0056,T_0000218,4.1305000000000005,Euro,False
CM_0000219,2022-09-02 06:29:00,C_000425,P_0056,T_0000219,34.3455,Euro,False
CM_0000220,2022-09-02 06:34:00,C_001450,P_0093,T_0000220,42.73500000000001,US Dollar,False
CM_0000221,2022-09-02 06:39:00,C_001776,P_0166,T_0000221,2.7585,Swiss Franc,False
CM_0000222,2022-09-02 06:41:00,C_001451,P_0093,T_0000222,194.907,US Dollar,False
CM_0000223,2022-09-02 06:42:00,C_001446,P_0155,T_0000223,21.7265,US Dollar,False
CM_0000224,2022-09-02 06:43:00,C_001449,P_0093,T_0000224,84.414,US Dollar,False
CM_0000225,2022-09-02 06:43:00,C_001812,P_0140,T_0000225,8.755500000000001,Shekel,False
CM_0000226,2022-09-02 06:43:00,C_000027,P_0126,T_0000226,421.049,Euro,False
CM_0000227,2022-09-02 06:47:00,C_001455,P_0093,T_0000227,187.205,US Dollar,False
CM_0000228,2022-09-02 06:48:00,C_001453,P_0093,T_0000228,63.542,US Dollar,False
CM_0000229,2022-09-02 06:52:00,C_001448,P_0093,T_0000229,128.8405,US Dollar,False
CM_0000230,2022-09-02 06:52:00,C_000497,P_0169,T_0000230,6.924500000000001,US Dollar,False
CM_0000231,2022-09-02 06:56:00,C_001452,P_0093,T_0000231,79.14150000000001,US Dollar,False
CM_0000232,2022-09-02 07:00:00,C_000917,P_0044,T_0000232,4916.719000000001,Yuan,True
CM_0000233,2022-09-02 07:10:00,C_000212,P_0155,T_0000233,15.1265,US Dollar,False
CM_0000234,2022-09-02 07:17:00,C_000649,P_0095,T_0000234,12.092,US Dollar,False
CM_0000235,2022-09-02 07:18:00,C_001343,P_0116,T_0000235,170.03,Australian Dollar,False
CM_0000236,2022-09-02 07:18:00,C_002138,P_0155,T_0000236,15.186000000000002,US Dollar,False
CM_0000237,2022-09-02 07:36:00,C_001986,P_0178,T_0000237,3631.7775,Saudi Riyal,True
CM_0000238,2022-09-02 07:43:00,C_001009,P_0129,T_0000238,128.2305,US Dollar,True
CM_0000239,2022-09-02 07:44:00,C_001220,P_0155,T_0000239,21.2615,US Dollar,False
CM_0000240,2022-09-02 08:06:00,C_001466,P_0155,T_0000240,30.2515,US Dollar,False
CM_0000241,2022-09-02 08:13:00,C_000564,P_0092,T_0000241,145.46300000000002,US Dollar,True
CM_0000242,2022-09-02 08:19:00,C_001237,P_0116,T_0000242,11.8465,Australian Dollar,False
CM_0000243,2022-09-02 08:29:00,C_001441,P_0173,T_0000243,413.50800000000004,Swiss Franc,True
CM_0000244,2022-09-02 08:33:00,C_001833,P_0056,T_0000244,37.119,Euro,False
CM_0000245,2022-09-02 08:41:00,C_000424,P_0045,T_0000245,3.0155000000000003,US Dollar,False
CM_0000246,2022-09-02 08:59:00,C_000424,P_0045,T_0000246,7.288500000000001,US Dollar,False
CM_0000247,2022-09-02 09:30:00,C_000850,P_0025,T_0000247,104.20150000000001,US Dollar,False
CM_0000248,2022-09-02 09:30:00,C_001389,P_0155,T_0000248,4.9735000000000005,US Dollar,False
CM_0000249,2022-09-02 09:31:00,C_000985,P_0155,T_0000249,8.8365,US Dollar,False
CM_0000250,2022-09-02 09:34:00,C_000860,P_0025,T_0000250,113.84300000000002,US Dollar,False
CM_0000251,2022-09-02 09:34:00,C_000864,P_0025,T_0000251,136.5495,US Dollar,False
CM_0000252,2022-09-02 09:42:00,C_000856,P_0025,T_0000252,172.836,US Dollar,False
CM_0000253,2022-09-02 09:51:00,C_000855,P_0025,T_0000253,176.0865,US Dollar,False
CM_0000254,2022-09-02 09:52:00,C_000863,P_0025,T_0000254,147.712,US Dollar,False
CM_0000255,2022-09-02 09:52:00,C_000854,P_0025,T_0000255,90.168,US Dollar,False
CM_0000256,2022-09-02 09:58:00,C_001157,P_0056,T_0000256,8.803,Euro,False
CM_0000257,2022-09-02 10:29:00,C_001857,P_0155,T_0000257,21.416,US Dollar,False
CM_0000258,2022-09-02 10:40:00,C_001232,P_0155,T_0000258,7.041,US Dollar,False
CM_0000259,2022-09-02 10:43:00,C_002092,P_0056,T_0000259,13.146500000000001,Euro,False
CM_0000260,2022-09-02 10:57:00,C_002004,P_0178,T_0000260,3573.513,Saudi Riyal,True
CM_0000261,2022-09-02 11:17:00,C_001131,P_0155,T_0000261,5.0295000000000005,US Dollar,False
CM_0000262,2022-09-02 11:24:00,C_001752,P_0166,T_0000262,8.409,Swiss Franc,False
CM_0000263,2022-09-02 11:33:00,C_001048,P_0056,T_0000263,160.7735,Euro,False
CM_0000264,2022-09-02 11:37:00,C_000001,P_0114,T_0000264,404.6,US Dollar,False
CM_0000265,2022-09-02 11:55:00,C_002045,P_0056,T_0000265,4.8165000000000004,Euro,False
CM_0000266,2022-09-02 11:56:00,C_001464,P_0056,T_0000266,2.032,Euro,False
CM_0000267,2022-09-02 12:02:00,C_001153,P_0155,T_0000267,21.633000000000003,US Dollar,False
CM_0000268,2022-09-02 12:20:00,C_000506,P_0155,T_0000268,13.036500000000002,US Dollar,False
CM_0000269,2022-09-02 12:25:00,C_001325,P_0155,T_0000269,20.066000000000003,US Dollar,False
CM_0000270,2022-09-02 12:43:00,C_001773,P_0166,T_0000270,2.696,Swiss Franc,False
CM_0000271,2022-09-02 12:46:00,C_001159,P_0027,T_0000271,24.962000000000003,Canadian Dollar,False
CM_0000272,2022-09-02 12:49:00,C_001685,P_0056,T_0000272,9.3085,Euro,False
CM_0000273,2022-09-02 12:58:00,C_001278,P_0099,T_0000273,32.851,Yuan,False
CM_0000274,2022-09-02 13:04:00,C_001975,P_0044,T_0000274,3816.5860000000002,Yuan,True
CM_0000275,2022-09-02 13:05:00,C_001477,P_0155,T_0000275,33.8885,US Dollar,False
CM_0000276,2022-09-02 13:07:00,C_001508,P_0056,T_0000276,28.560000000000002,Euro,False
CM_0000277,2022-09-02 13:09:00,C_000449,P_0155,T_0000277,30.664,US Dollar,False
CM_0000278,2022-09-02 13:15:00,C_000921,P_0129,T_0000278,299.522,US Dollar,True
CM_0000279,2022-09-02 13:16:00,C_001200,P_0027,T_0000279,28.976,Canadian Dollar,False
