partner_id,client_id,first_trade_date,last_trade_date,num_trades,total_volume,total_commissions
P_0010,C_000757,2022-09-16 12:36:00,2022-09-16 12:36:00,1,8369.41,418.4705
P_0010,C_000907,2022-09-13 15:33:00,2022-09-13 15:33:00,1,4035.86,201.793
P_0010,C_000920,2022-09-13 04:31:00,2022-09-13 04:31:00,1,7268.34,363.41700000000003
P_0010,C_001028,2022-09-11 19:29:00,2022-09-11 19:29:00,1,8884.75,444.2375
P_0011,C_000230,2022-09-05 06:02:00,2022-09-06 23:08:00,2,1371.56,68.578
P_0011,C_000524,2022-09-06 16:16:00,2022-09-06 16:16:00,1,9007.68,450.384
P_0011,C_000604,2022-09-06 08:57:00,2022-09-06 08:57:00,1,4069.43,203.4715
P_0011,C_000910,2022-09-06 14:26:00,2022-09-06 14:26:00,1,9015.42,450.771
P_0011,C_001167,2022-09-05 08:32:00,2022-09-05 08:32:00,1,12529.32,626.466
P_0011,C_001231,2022-09-06 13:15:00,2022-09-06 13:15:00,1,11140.48,557.024
P_0011,C_001646,2022-09-05 05:47:00,2022-09-05 05:47:00,1,4852.07,242.6035
P_0012,C_000466,2022-09-03 02:58:00,2022-09-03 02:58:00,1,861.31,43.0655
P_0012,C_000467,2022-09-03 02:35:00,2022-09-03 02:35:00,1,2293.69,114.68450000000001
P_0012,C_000468,2022-09-03 02:35:00,2022-09-03 02:35:00,1,3846.62,192.33100000000002
P_0012,C_000470,2022-09-03 02:58:00,2022-09-03 02:58:00,1,3988.31,199.4155
P_0012,C_000471,2022-09-03 02:30:00,2022-09-03 02:30:00,1,2850.65,142.5325
P_0012,C_000472,2022-09-03 02:32:00,2022-09-03 02:32:00,1,439.16,21.958000000000002
P_0012,C_000473,2022-09-03 02:34:00,2022-09-03 02:34:00,1,2204.96,110.248
P_0013,C_000354,2022-09-09 17:41:00,2022-09-09 17:41:00,1,2090.21,104.51050000000001
P_0013,C_000356,2022-09-09 17:47:00,2022-09-09 17:47:00,1,3616.2,180.81
P_0013,C_000363,2022-09-09 17:48:00,2022-09-09 17:48:00,1,2880.64,144.032
P_0013,C_000367,2022-09-09 17:49:00,2022-09-09 17:49:00,1,988.66,49.433
P_0013,C_000370,2022-09-09 17:49:00,2022-09-09 17:49:00,1,2375.5,118.775
P_0013,C_000371,2022-09-09 17:54:00,2022-09-09 17:54:00,1,2317.24,115.862
P_0013,C_000372,2022-09-09 17:45:00,2022-09-09 17:45:00,1,1944.02,97.20100000000001
P_0014,C_001293,2022-09-01 22:47:00,2022-09-01 22:47:00,1,2259.6,112.98
P_0014,C_001294,2022-09-01 22:50:00,2022-09-01 22:50:00,1,2725.45,136.2725
P_0014,C_001295,2022-09-01 22:45:00,2022-09-01 22:45:00,1,1670.01,83.5005
P_0014,C_001296,2022-09-01 22:32:00,2022-09-01 22:32:00,1,2480.14,124.007
P_0014,C_001297,2022-09-01 22:50:00,2022-09-01 22:50:00,1,2170.09,108.50450000000001
P_0014,C_001298,2022-09-01 22:39:00,2022-09-01 22:39:00,1,1137.97,56.898500000000006
P_0014,C_001299,2022-09-01 22:58:00,2022-09-01 22:58:00,1,2052.05,102.60250000000002
P_0014,C_001300,2022-09-01 22:42:00,2022-09-01 22:42:00,1,663.46,33.173
P_0015,C_000586,2022-09-09 12:41:00,2022-09-09 12:41:00,1,18384.19,919.2094999999999
P_0015,C_000690,2022-09-08 19:04:00,2022-09-08 19:04:00,1,16008.34,800.417
P_0015,C_000703,2022-09-01 13:18:00,2022-09-07 03:01:00,2,6023.34,301.16700000000003
P_0015,C_000870,2022-09-09 16:14:00,2022-09-09 16:14:00,1,18395.29,919.7645000000001
P_0015,C_000881,2022-09-09 08:30:00,2022-09-09 08:30:00,1,11069.23,553.4615
P_0015,C_001025,2022-09-09 15:52:00,2022-09-09 15:52:00,1,4799.4,239.97
P_0015,C_001148,2022-09-09 16:34:00,2022-09-09 16:34:00,1,3632.19,181.60950000000003
P_0015,C_001225,2022-09-09 12:05:00,2022-09-09 12:05:00,1,15912.02,795.6010000000001
P_0015,C_001417,2022-09-10 21:59:00,2022-09-10 21:59:00,1,785.87,39.2935
P_0015,C_001580,2022-09-08 10:45:00,2022-09-08 10:45:00,1,2743.61,137.18050000000002
P_0015,C_001654,2022-09-09 00:47:00,2022-09-09 00:47:00,1,7421.67,371.0835
P_0016,C_001213,2022-09-10 05:23:00,2022-09-10 05:23:00,1,2800.04,140.002
P_0016,C_001214,2022-09-10 05:19:00,2022-09-10 05:19:00,1,4163.72,208.18600000000004
P_0016,C_001215,2022-09-10 05:29:00,2022-09-10 05:29:00,1,2546.23,127.31150000000001
P_0016,C_001216,2022-09-10 05:23:00,2022-09-10 05:23:00,1,4102.59,205.1295
P_0016,C_001217,2022-09-10 05:11:00,2022-09-10 05:11:00,1,994.72,49.736000000000004
P_0016,C_001218,2022-09-10 05:23:00,2022-09-10 05:23:00,1,1219.94,60.99700000000001
P_0016,C_001221,2022-09-10 05:29:00,2022-09-10 05:29:00,1,2708.49,135.4245
P_0016,C_001222,2022-09-10 05:29:00,2022-09-10 05:29:00,1,4422.7,221.135
P_0016,C_001223,2022-09-10 05:12:00,2022-09-10 05:12:00,1,872.75,43.6375
P_0016,C_001224,2022-09-10 05:27:00,2022-09-10 05:27:00,1,4561.75,228.0875
P_0017,C_000617,2022-09-09 02:27:00,2022-09-09 02:27:00,1,3886.84,194.342
P_0017,C_000618,2022-09-09 02:26:00,2022-09-09 02:26:00,1,482829.5,24141.475000000002
P_0017,C_000619,2022-09-09 02:04:00,2022-09-09 02:04:00,1,4373.83,218.69150000000002
P_0017,C_000620,2022-09-09 02:22:00,2022-09-09 02:22:00,1,4075.85,203.79250000000002
P_0017,C_000621,2022-09-09 02:22:00,2022-09-09 02:22:00,1,3555.01,177.75050000000002
P_0017,C_000622,2022-09-09 02:13:00,2022-09-09 02:13:00,1,4075.45,203.7725
P_0017,C_000623,2022-09-09 02:07:00,2022-09-09 02:07:00,1,1848.03,92.4015
P_0017,C_000624,2022-09-09 02:16:00,2022-09-09 02:16:00,1,1786.24,89.31200000000001
P_0018,C_002141,2022-09-07 01:05:00,2022-09-07 01:05:00,1,374.39,18.7195
P_0018,C_002145,2022-09-07 01:21:00,2022-09-07 01:21:00,1,3124.77,156.23850000000002
P_0018,C_002146,2022-09-07 01:08:00,2022-09-07 01:08:00,1,82.04,4.102
P_0018,C_002150,2022-09-07 01:11:00,2022-09-07 01:11:00,1,1779.6,88.98
P_0018,C_002151,2022-09-07 01:13:00,2022-09-07 01:13:00,1,2173.63,108.68150000000001
P_0018,C_002153,2022-09-07 01:00:00,2022-09-07 01:00:00,1,662.4,33.12
P_0018,C_002154,2022-09-07 01:24:00,2022-09-07 01:24:00,1,3259.48,162.97400000000002
P_0018,C_002155,2022-09-07 01:07:00,2022-09-07 01:07:00,1,3834.29,191.71450000000002
P_0019,C_000157,2022-09-07 09:30:00,2022-09-07 09:30:00,1,3955.25,197.76250000000002
P_0019,C_000210,2022-09-04 22:04:00,2022-09-08 00:58:00,2,293.22,14.661000000000001
P_0019,C_000240,2022-09-06 08:32:00,2022-09-06 08:32:00,1,17734.24,886.7120000000001
P_0019,C_000345,2022-09-06 19:22:00,2022-09-06 19:22:00,1,17842.65,892.1325000000002
P_0019,C_000616,2022-09-06 05:51:00,2022-09-06 05:51:00,1,3557.72,177.886
P_0019,C_000728,2022-09-06 09:53:00,2022-09-06 09:53:00,1,11958.54,597.927
P_0019,C_000739,2022-09-07 10:44:00,2022-09-07 10:44:00,1,16971.29,848.5645000000001
P_0019,C_000963,2022-09-07 11:22:00,2022-09-07 11:22:00,1,1456.96,72.848
P_0019,C_001291,2022-09-06 13:16:00,2022-09-06 13:16:00,1,9053.8,452.69
P_0019,C_001436,2022-09-07 22:10:00,2022-09-07 22:10:00,1,5472.94,273.647
P_0019,C_001500,2022-09-06 16:06:00,2022-09-06 16:06:00,1,19169.54,958.4770000000001
P_0019,C_001588,2022-09-08 04:16:00,2022-09-08 04:16:00,1,14793.78,739.6890000000001
P_0019,C_001645,2022-09-07 00:01:00,2022-09-07 00:01:00,1,13430.77,671.5385000000001
P_0020,C_000231,2022-09-09 00:41:00,2022-09-09 00:41:00,1,584.53,29.2265
P_0020,C_000456,2022-09-03 06:09:00,2022-09-03 06:09:00,1,715.04,35.752
P_0020,C_000457,2022-09-03 06:06:00,2022-09-03 06:06:00,1,1343.38,67.16900000000001
P_0020,C_000458,2022-09-03 06:18:00,2022-09-03 06:18:00,1,4719.67,235.98350000000002
P_0020,C_000459,2022-09-03 06:19:00,2022-09-03 06:19:00,1,4954.44,247.72199999999998
P_0020,C_000460,2022-09-03 06:14:00,2022-09-03 06:14:00,1,4259.52,212.97600000000003
P_0020,C_000461,2022-09-03 06:19:00,2022-09-03 06:19:00,1,688.15,34.4075
P_0021,C_000448,2022-09-05 09:16:00,2022-09-05 09:16:00,1,1093.17,54.658500000000004
P_0021,C_000450,2022-09-05 09:11:00,2022-09-05 09:11:00,1,3464.55,173.22750000000002
P_0021,C_000451,2022-09-05 09:20:00,2022-09-05 09:20:00,1,3094.42,154.721
P_0021,C_000452,2022-09-05 09:16:00,2022-09-05 09:16:00,1,3067.97,153.39849999999998
P_0021,C_000453,2022-09-05 09:03:00,2022-09-05 09:03:00,1,4087.86,204.39300000000003
P_0021,C_000462,2022-09-05 09:04:00,2022-09-05 09:04:00,1,4485.28,224.264
P_0021,C_000463,2022-09-05 09:18:00,2022-09-05 09:18:00,1,2170.39,108.5195
P_0022,C_001837,2022-09-02 20:38:00,2022-09-02 20:38:00,1,2498.38,124.91900000000001
P_0022,C_001838,2022-09-02 20:30:00,2022-09-02 20:30:00,1,2829.34,141.467
P_0022,C_001839,2022-09-02 20:36:00,2022-09-02 20:36:00,1,867.31,43.3655
P_0022,C_001840,2022-09-02 20:31:00,2022-09-02 20:31:00,1,2250.21,112.51050000000001
P_0022,C_001842,2022-09-02 20:55:00,2022-09-02 20:55:00,1,3374.31,168.71550000000002
P_0022,C_001843,2022-09-01 00:22:00,2022-09-01 00:22:00,1,9.5,0.47500000000000003
P_0022,C_001844,2022-09-02 20:38:00,2022-09-02 20:38:00,1,1922.82,96.141
P_0022,C_001845,2022-09-02 20:52:00,2022-09-02 20:52:00,1,3269.05,163.45250000000001
P_0022,C_001846,2022-09-02 20:34:00,2022-09-02 20:34:00,1,214.52,10.726
P_0022,C_001847,2022-09-02 20:58:00,2022-09-02 20:58:00,1,2236.76,111.83800000000002
P_0023,C_000926,2022-09-04 11:30:00,2022-09-04 11:30:00,1,2458.19,122.90950000000001
P_0023,C_000927,2022-09-04 11:51:00,2022-09-04 11:51:00,1,2473.91,123.6955
P_0023,C_000928,2022-09-04 11:32:00,2022-09-04 11:32:00,1,2891.51,144.5755
P_0023,C_000929,2022-09-04 11:39:00,2022-09-04 11:39:00,1,2325.6,116.28
P_0023,C_000930,2022-09-04 11:33:00,2022-09-04 11:33:00,1,1384.29,69.2145
P_0023,C_000931,2022-09-04 11:30:00,2022-09-04 11:30:00,1,3140.09,157.0045
P_0023,C_000932,2022-09-04 11:43:00,2022-09-04 11:43:00,1,134.11,6.705500000000001
P_0024,C_000776,2022-09-09 06:27:00,2022-09-09 06:27:00,1,40015.25,2000.7625
P_0024,C_000777,2022-09-09 06:22:00,2022-09-09 06:22:00,1,14595.35,729.7675
P_0024,C_000779,2022-09-09 06:06:00,2022-09-09 06:06:00,1,301983.97,15099.198499999999
P_0024,C_000783,2022-09-09 06:09:00,2022-09-09 06:09:00,1,24852.45,1242.6225000000002
P_0024,C_000792,2022-09-09 06:14:00,2022-09-09 06:14:00,1,14496.83,724.8415
P_0024,C_000793,2022-09-09 06:03:00,2022-09-09 06:03:00,1,304787.0,15239.35
P_0024,C_000806,2022-09-09 06:29:00,2022-09-09 06:29:00,1,158287.79,7914.389500000001
P_0025,C_000850,2022-09-02 08:30:00,2022-09-02 08:30:00,1,2084.03,104.20150000000001
P_0025,C_000854,2022-09-02 08:52:00,2022-09-02 08:52:00,1,1803.36,90.168
P_0025,C_000855,2022-09-02 08:51:00,2022-09-02 08:51:00,1,3521.73,176.0865
P_0025,C_000856,2022-09-02 08:42:00,2022-09-02 08:42:00,1,3456.72,172.836
P_0025,C_000860,2022-09-02 08:34:00,2022-09-02 08:34:00,1,2276.86,113.84300000000002
P_0025,C_000863,2022-09-02 08:52:00,2022-09-02 08:52:00,1,2954.24,147.712
P_0025,C_000864,2022-09-02 08:34:00,2022-09-02 08:34:00,1,2730.99,136.5495
P_0026,C_002048,2022-09-02 16:57:00,2022-09-02 16:57:00,1,3741.26,187.06300000000002
P_0026,C_002052,2022-09-02 16:34:00,2022-09-02 16:34:00,1,109.87,5.493500000000001
P_0026,C_002055,2022-09-02 16:42:00,2022-09-02 16:42:00,1,4325.81,216.29050000000004
P_0026,C_002056,2022-09-02 16:51:00,2022-09-02 16:51:00,1,1602.54,80.12700000000001
P_0026,C_002057,2022-09-02 16:33:00,2022-09-02 16:33:00,1,1557.42,77.87100000000001
P_0026,C_002060,2022-09-02 16:58:00,2022-09-02 16:58:00,1,1888.63,94.43150000000001
P_0026,C_002062,2022-09-02 16:43:00,2022-09-02 16:43:00,1,2724.12,136.206
P_0026,C_002064,2022-09-02 16:43:00,2022-09-02 16:43:00,1,3976.63,198.8315
P_0026,C_002066,2022-09-02 16:46:00,2022-09-02 16:46:00,1,3765.84,188.29200000000003
P_0027,C_001147,2022-09-09 20:13:00,2022-09-09 20:13:00,1,210.16,10.508000000000001
P_0027,C_001159,2022-09-02 11:46:00,2022-09-02 11:46:00,1,499.24,24.962000000000003
P_0027,C_001161,2022-09-09 09:05:00,2022-09-09 09:05:00,1,273.05,13.652500000000002
P_0027,C_001164,2022-09-02 03:05:00,2022-09-02 03:05:00,1,525.76,26.288
P_0027,C_001171,2022-09-09 23:11:00,2022-09-09 23:11:00,1,63.64,3.1820000000000004
P_0027,C_001172,2022-09-02 16:32:00,2022-09-02 16:32:00,1,84.28,4.214
P_0027,C_001174,2022-09-09 11:51:00,2022-09-09 11:51:00,1,970.21,48.51050000000001
P_0027,C_001176,2022-09-09 10:30:00,2022-09-09 10:30:00,1,404.67,20.233500000000003
P_0027,C_001200,2022-09-02 12:16:00,2022-09-02 12:16:00,1,579.52,28.976
P_0027,C_001206,2022-09-02 19:07:00,2022-09-09 12:11:00,2,1412.26,70.613
P_0027,C_001207,2022-09-09 13:43:00,2022-09-09 13:43:00,1,133.02,6.651000000000001
P_0028,C_001313,2022-09-09 18:41:00,2022-09-09 18:41:00,1,1854.58,92.729
P_0028,C_001314,2022-09-09 18:49:00,2022-09-09 18:49:00,1,1938.9,96.94500000000001
P_0028,C_001315,2022-09-09 18:45:00,2022-09-09 18:45:00,1,2616.38,130.81900000000002
P_0028,C_001316,2022-09-09 18:57:00,2022-09-09 18:57:00,1,6298.15,314.9075
P_0028,C_001318,2022-09-09 18:55:00,2022-09-09 18:55:00,1,3250.17,162.50850000000003
P_0028,C_001319,2022-09-09 18:30:00,2022-09-09 18:30:00,1,1134.37,56.7185
P_0028,C_001320,2022-09-09 18:41:00,2022-09-09 18:41:00,1,6763.87,338.19350000000003
P_0028,C_001321,2022-09-09 18:51:00,2022-09-09 18:51:00,1,4206.6,210.33000000000004
P_0028,C_001322,2022-09-09 18:37:00,2022-09-09 18:37:00,1,534.58,26.729000000000003
P_0029,C_000188,2022-09-05 14:16:00,2022-09-05 14:16:00,1,1256081.74,62804.087
P_0029,C_000219,2022-09-06 08:36:00,2022-09-06 08:36:00,1,1429120.17,71456.0085
P_0029,C_000405,2022-09-05 16:21:00,2022-09-05 16:21:00,1,840441.34,42022.067
P_0029,C_000443,2022-09-05 06:11:00,2022-09-05 06:11:00,2,1125026.1300000001,56251.306500000006
P_0029,C_000477,2022-09-06 05:28:00,2022-09-06 05:28:00,1,977235.85,48861.7925
P_0029,C_000489,2022-09-05 20:29:00,2022-09-05 20:29:00,1,214491.64,10724.582000000002
P_0029,C_000521,2022-09-05 14:50:00,2022-09-05 14:50:00,1,512472.18,25623.609
P_0029,C_000555,2022-09-05 05:08:00,2022-09-05 05:08:00,1,564572.32,28228.615999999998
P_0029,C_000809,2022-09-06 12:38:00,2022-09-06 12:38:00,1,728042.8,36402.14000000001
P_0029,C_000880,2022-09-06 00:17:00,2022-09-06 00:17:00,1,124323.63,6216.181500000001
P_0029,C_000893,2022-09-05 11:07:00,2022-09-05 11:07:00,1,1336799.04,66839.952
P_0029,C_000904,2022-09-06 11:25:00,2022-09-06 11:25:00,1,1378847.99,68942.3995
P_0029,C_000933,2022-09-06 01:14:00,2022-09-06 01:14:00,1,54284.79,2714.2395
P_0029,C_000980,2022-09-05 12:20:00,2022-09-05 12:20:00,1,306034.83,15301.741500000002
P_0029,C_001071,2022-09-05 01:21:00,2022-09-05 01:21:00,1,753279.46,37663.973
P_0030,C_000851,2022-09-09 09:47:00,2022-09-09 09:47:00,1,3434.84,171.74200000000002
P_0030,C_000852,2022-09-09 09:38:00,2022-09-09 09:38:00,1,2731.86,136.59300000000002
P_0030,C_000853,2022-09-09 09:46:00,2022-09-09 09:46:00,1,3303.85,165.1925
P_0030,C_000857,2022-09-09 09:55:00,2022-09-09 09:55:00,1,80.66,4.033
P_0030,C_000858,2022-09-09 09:41:00,2022-09-09 09:41:00,1,2480.2,124.00999999999999
P_0030,C_000859,2022-09-09 09:33:00,2022-09-09 09:33:00,1,3954.36,197.71800000000002
P_0030,C_000861,2022-09-09 09:57:00,2022-09-09 09:57:00,1,3268.07,163.4035
P_0030,C_000862,2022-09-09 09:35:00,2022-09-09 09:35:00,1,3884.85,194.2425
P_0030,C_000865,2022-09-09 09:41:00,2022-09-09 09:41:00,1,594.49,29.724500000000003
P_0031,C_002020,2022-09-07 13:13:00,2022-09-07 13:13:00,1,3573.49,178.6745
P_0031,C_002021,2022-09-07 13:19:00,2022-09-07 13:19:00,1,1171.76,58.588
P_0031,C_002022,2022-09-07 13:14:00,2022-09-07 13:14:00,1,2323.47,116.17349999999999
P_0031,C_002023,2022-09-07 13:24:00,2022-09-07 13:24:00,1,3723.58,186.179
P_0031,C_002024,2022-09-07 13:07:00,2022-09-07 13:07:00,1,1666.44,83.322
P_0031,C_002025,2022-09-07 13:10:00,2022-09-07 13:10:00,1,2635.31,131.7655
P_0031,C_002026,2022-09-07 13:10:00,2022-09-07 13:10:00,1,343.34,17.166999999999998
